id,title,price,description,image1,image2,image3,createdAt,updatedAt,category_id,category_name,category_image,category_createdAt,category_updatedAt
31,Small Fresh Sausages,699,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,https://i.imgur.com/6wkyyIN.jpeg,https://i.imgur.com/Ald3Rec.jpeg,https://i.imgur.com/dIqo03c.jpeg,2023-12-25T11:22:04.000Z,2023-12-25T11:22:04.000Z,3,siuuu,https://i.imgur.com/Qphac99.jpeg,2023-12-25T11:22:04.000Z,2023-12-25T16:51:57.000Z
32,Handcrafted Wooden Ball,140,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,https://i.imgur.com/4lTaHfF.jpeg,https://i.imgur.com/JktHE1C.jpeg,https://i.imgur.com/cQeXQMi.jpeg,2023-12-25T11:22:04.000Z,2023-12-25T11:22:04.000Z,3,siuuu,https://i.imgur.com/Qphac99.jpeg,2023-12-25T11:22:04.000Z,2023-12-25T16:51:57.000Z
33,Handcrafted Cotton Sausages,86,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",https://i.imgur.com/3oXNBst.jpeg,https://i.imgur.com/ErYYZnT.jpeg,https://i.imgur.com/boBPwYW.jpeg,2023-12-25T11:22:04.000Z,2023-12-25T11:22:04.000Z,3,siuuu,https://i.imgur.com/Qphac99.jpeg,2023-12-25T11:22:04.000Z,2023-12-25T16:51:57.000Z
34,Licensed Fresh Gloves,147,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",https://i.imgur.com/3dU0m72.jpeg,https://i.imgur.com/zPU3EVa.jpeg,,2023-12-25T11:22:04.000Z,2023-12-25T21:25:05.000Z,3,siuuu,https://i.imgur.com/Qphac99.jpeg,2023-12-25T11:22:04.000Z,2023-12-25T16:51:57.000Z
35,Intelligent Rubber Mouse,238,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,https://i.imgur.com/qNOjJje.jpeg,https://i.imgur.com/NjfCFnu.jpeg,https://i.imgur.com/eYtvXS1.jpeg,2023-12-25T11:22:04.000Z,2023-12-25T11:22:04.000Z,4,Miscellaneous,https://i.imgur.com/qNOjJje.jpeg,2023-12-25T11:22:04.000Z,2023-12-25T22:54:46.000Z
36,Ergonomic Plastic Cheese,656,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,https://i.imgur.com/62gGzeF.jpeg,https://i.imgur.com/5MoPuFM.jpeg,https://i.imgur.com/sUVj7pK.jpeg,2023-12-25T11:22:04.000Z,2023-12-25T11:22:04.000Z,4,Miscellaneous,https://i.imgur.com/qNOjJje.jpeg,2023-12-25T11:22:04.000Z,2023-12-25T22:54:46.000Z
37,Fantastic Concrete Tuna,132,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,https://i.imgur.com/9qrmE1b.jpeg,https://i.imgur.com/wqKxBVH.jpeg,https://i.imgur.com/sWSV6DK.jpeg,2023-12-25T11:22:04.000Z,2023-12-25T11:22:04.000Z,4,Miscellaneous,https://i.imgur.com/qNOjJje.jpeg,2023-12-25T11:22:04.000Z,2023-12-25T22:54:46.000Z
38,Practical Plastic Computer,530,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,https://i.imgur.com/hKcMNJs.jpeg,https://i.imgur.com/NYToymX.jpeg,https://i.imgur.com/HiiapCt.jpeg,2023-12-25T11:22:04.000Z,2023-12-25T11:22:04.000Z,4,Miscellaneous,https://i.imgur.com/qNOjJje.jpeg,2023-12-25T11:22:04.000Z,2023-12-25T22:54:46.000Z
39,Rustic Bronze Keyboard,572,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,https://i.imgur.com/mcW42Gi.jpeg,https://i.imgur.com/mhn7qsF.jpeg,https://i.imgur.com/F8vhnFJ.jpeg,2023-12-25T11:22:04.000Z,2023-12-25T11:22:04.000Z,4,Miscellaneous,https://i.imgur.com/qNOjJje.jpeg,2023-12-25T11:22:04.000Z,2023-12-25T22:54:46.000Z
40,Fantastic Bronze Shoes,920,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,https://i.imgur.com/npLfCGq.jpeg,https://i.imgur.com/vYim3gj.jpeg,https://i.imgur.com/HxuHwBO.jpeg,2023-12-25T11:22:04.000Z,2023-12-25T11:22:04.000Z,4,Miscellaneous,https://i.imgur.com/qNOjJje.jpeg,2023-12-25T11:22:04.000Z,2023-12-25T22:54:46.000Z
41,Unbranded Bronze Pizza,845,The Football Is Good For Training And Recreational Purposes,https://i.imgur.com/HqYqLnW.jpeg,https://i.imgur.com/RlDGnZw.jpeg,https://i.imgur.com/qa0O6fg.jpeg,2023-12-25T11:22:04.000Z,2023-12-25T11:22:04.000Z,4,Miscellaneous,https://i.imgur.com/qNOjJje.jpeg,2023-12-25T11:22:04.000Z,2023-12-25T22:54:46.000Z
42,Oriental Bronze Towels,722,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",https://i.imgur.com/AzAY4Ed.jpeg,https://i.imgur.com/umfnS9P.jpeg,https://i.imgur.com/uFyuvLg.jpeg,2023-12-25T11:22:04.000Z,2023-12-25T11:22:04.000Z,4,Miscellaneous,https://i.imgur.com/qNOjJje.jpeg,2023-12-25T11:22:04.000Z,2023-12-25T22:54:46.000Z
43,Small Steel Chips,569,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,https://i.imgur.com/Au8J9sX.jpeg,https://i.imgur.com/gdr8BW2.jpeg,https://i.imgur.com/KDCZxnJ.jpeg,2023-12-25T11:22:04.000Z,2023-12-25T11:22:04.000Z,4,Miscellaneous,https://i.imgur.com/qNOjJje.jpeg,2023-12-25T11:22:04.000Z,2023-12-25T22:54:46.000Z
44,Intelligent Wooden Shirt,379,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,https://i.imgur.com/sC0ztOB.jpeg,https://i.imgur.com/Jf9DL9R.jpeg,https://i.imgur.com/R1IN95T.jpeg,2023-12-25T11:22:04.000Z,2023-12-25T11:22:04.000Z,4,Miscellaneous,https://i.imgur.com/qNOjJje.jpeg,2023-12-25T11:22:04.000Z,2023-12-25T22:54:46.000Z
46,Sleek Rubber Salad,826,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,https://i.imgur.com/Ex5x3IU.jpg,https://i.imgur.com/z7wAQwe.jpg,https://i.imgur.com/kc0Dj9S.jpg,2023-12-25T11:22:04.000Z,2023-12-25T11:22:04.000Z,5,Shoes ,https://i.imgur.com/BG8J0Fj.jpg,2023-12-25T11:22:04.000Z,2023-12-25T22:57:00.000Z
47,Ergonomic Metal Tuna,352,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",https://i.imgur.com/xPDwUb3.jpg,https://i.imgur.com/3rfp691.jpg,https://i.imgur.com/kG05a29.jpg,2023-12-25T11:22:04.000Z,2023-12-25T11:22:04.000Z,5,Shoes ,https://i.imgur.com/BG8J0Fj.jpg,2023-12-25T11:22:04.000Z,2023-12-25T22:57:00.000Z
48,Sleek Soft Towels,610,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",https://i.imgur.com/jVfoZnP.jpg,https://i.imgur.com/Tnl15XK.jpg,https://i.imgur.com/7OqTPO6.jpg,2023-12-25T11:22:04.000Z,2023-12-25T11:22:04.000Z,5,Shoes ,https://i.imgur.com/BG8J0Fj.jpg,2023-12-25T11:22:04.000Z,2023-12-25T22:57:00.000Z
49,Oriental Wooden Chicken,360,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",https://i.imgur.com/Lqaqz59.jpg,https://i.imgur.com/uSqWK0m.jpg,https://i.imgur.com/atWACf1.jpg,2023-12-25T11:22:04.000Z,2023-12-25T11:22:04.000Z,5,Shoes ,https://i.imgur.com/BG8J0Fj.jpg,2023-12-25T11:22:04.000Z,2023-12-25T22:57:00.000Z
50,Electronic Frozen Hat,312,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,https://i.imgur.com/0qQBkxX.jpg,https://i.imgur.com/I5g1DoE.jpg,https://i.imgur.com/myfFQBW.jpg,2023-12-25T11:22:04.000Z,2023-12-25T11:22:04.000Z,5,Shoes ,https://i.imgur.com/BG8J0Fj.jpg,2023-12-25T11:22:04.000Z,2023-12-25T22:57:00.000Z
51,Small Fresh Hat,891,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,https://i.imgur.com/TF0pXdL.jpg,https://i.imgur.com/BLDByXP.jpg,https://i.imgur.com/b7trwCv.jpg,2023-12-25T11:22:04.000Z,2023-12-25T11:22:04.000Z,5,Shoes ,https://i.imgur.com/BG8J0Fj.jpg,2023-12-25T11:22:04.000Z,2023-12-25T22:57:00.000Z
52,Black T-shirt,500,"Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia, looked up one of the more obscure Latin words, consectetur, ",coverttopngboy.jpg,,,2023-12-25T11:28:47.000Z,2023-12-25T11:29:52.000Z,1,Clothes,https://i.imgur.com/QkIa5tT.jpeg,2023-12-25T11:22:04.000Z,2023-12-25T11:22:04.000Z
61,camisa especial,1500,camisa remil fachera,https://acdn.mitiendanube.com/stores/001/185/293/products/camisa-azul-talle-especial-d2127882545ea6e74316983452610095-640-0.png,,,2023-12-26T00:49:47.000Z,2023-12-26T00:49:47.000Z,1,Clothes,https://i.imgur.com/QkIa5tT.jpeg,2023-12-25T11:22:04.000Z,2023-12-25T11:22:04.000Z
62,New Product,10,A description,https://placeimg.com/640/480/any,,,2023-12-26T02:15:12.000Z,2023-12-26T02:15:12.000Z,1,Clothes,https://i.imgur.com/QkIa5tT.jpeg,2023-12-25T11:22:04.000Z,2023-12-25T11:22:04.000Z
